"","...1","Show","Season","Episode","Character","Line","Gender","Gender_label","Rownumber","Year","N_words","Year_groups"
"1568",233717,"Seinfeld","2","6","JERRY","Oh wait. I'll go with you.",0,"male",2337,1991,5,"1989-1993"
"1569",233818,"Seinfeld","2","6","JERRY","Elaine, he Windexed the little peep hole!",0,"male",2338,1991,6,"1989-1993"
"1570",233918,"Seinfeld","2","6","ELAINE","So, the meeting with Lippman is all set. He's the editor-in-chief! I think because of your request-",1,"female",2339,1991,16,"1989-1993"
"1571",234017,"Seinfeld","2","6","ELAINE","They're going to promote me to editor.",1,"female",2340,1991,6,"1989-1993"
"1572",234117,"Seinfeld","2","6","JERRY","Hey, Ray, listen, you really did a tremendous job cleaning that apartment.",0,"male",2341,1991,11,"1989-1993"
"1573",234218,"Seinfeld","2","6","JERRY","Shouldn't you be out on a ledge somewhere?",0,"male",2342,1991,7,"1989-1993"
"1574",234618,"Seinfeld","2","6","JERRY","I think that's the statue from my house. That looks like the statue from my house!",0,"male",2346,1991,15,"1989-1993"
"1575",234917,"Seinfeld","2","6","ELAINE","You have a statue? I never saw a statue.",1,"female",2349,1991,8,"1989-1993"
"1576",235018,"Seinfeld","2","6","JERRY","My grandfather gave me a statue!",0,"male",2350,1991,5,"1989-1993"
"1577",235218,"Seinfeld","2","6","JERRY","What's the difference?! That's the one! He ripped me off! This guy ripped me off!",0,"male",2352,1991,14,"1989-1993"
"1578",235518,"Seinfeld","2","6","JERRY","I can't believe it! This guy ripped me off!",0,"male",2355,1991,8,"1989-1993"
"1579",235617,"Seinfeld","2","6","ELAINE","Do you realize what you're saying?",1,"female",2356,1991,5,"1989-1993"
"1580",235718,"Seinfeld","2","6","JERRY","Yes! This guy ripped me off! He stole that statue right out of my house!",0,"male",2357,1991,14,"1989-1993"
"1581",236117,"Seinfeld","2","6","JERRY","Pretty sure! Ninety-nine percent sure.",0,"male",2361,1991,4,"1989-1993"
"1582",236317,"Seinfeld","2","6","ELAINE","Maybe it just looks the same. Maybe it's just a coincidence.",1,"female",2363,1991,10,"1989-1993"
"1583",236417,"Seinfeld","2","6","JERRY","Coincidence? This guys in my apartment and then, just by coincidence, he has the same exact statue in his apartment?",0,"male",2364,1991,19,"1989-1993"
"1584",236517,"Seinfeld","2","6","ELAINE","I never saw the statue.",1,"female",2365,1991,4,"1989-1993"
"1585",236618,"Seinfeld","2","6","JERRY","I had a statue! What should I do?",0,"male",2366,1991,7,"1989-1993"
"1586",236818,"Seinfeld","2","6","JERRY","I'll call Kramer. He can check my house.",0,"male",2368,1991,7,"1989-1993"
"1587",236918,"Seinfeld","2","6","ELAINE","Oh Jerry, don't blow this for me.",1,"female",2369,1991,6,"1989-1993"
"1588",237018,"Seinfeld","2","6","JERRY","Don't worry. Kramer! Kramer!... It's Jerry!... Jerry!... From next door!... Never mind where I am!... Yes, Jerry Seinfeld!...",0,"male",2370,1991,17,"1989-1993"
"1589",237117,"Seinfeld","2","6","JERRY","Ma, I told you, just dip the bread in the batter, and put in right in the pan... Okay, bye. My mother. She forgot how to make French toast. You know how mothers are.",0,"male",2371,1991,33,"1989-1993"
"1590",237218,"Seinfeld","2","6","JERRY","My moms down in Florida. She's got uh one of those condos. Hot down there in the summer. You ever been down there?",0,"male",2372,1991,22,"1989-1993"
"1591",237318,"Seinfeld","2","6","JERRY","Listen, uh I just remembered... I'm... uh, getting a facial.",0,"male",2373,1991,9,"1989-1993"
"1592",237417,"Seinfeld","2","6","ELAINE","Oh, see you tomorrow morning.",1,"female",2374,1991,4,"1989-1993"
"1593",237518,"Seinfeld","2","6","JERRY","No, I don't eat dinner. Dinners for suckers.",0,"male",2375,1991,7,"1989-1993"
"1594",237618,"Seinfeld","2","6","JERRY","Uh huh... Yeah... Okay, thanks anyway... Bye.",0,"male",2376,1991,6,"1989-1993"
"1595",237718,"Seinfeld","2","6","JERRY","Nope, the cop says it's my word against his. There's nothing they can do.",0,"male",2377,1991,13,"1989-1993"
"1596",238018,"Seinfeld","2","6","GEORGE","We can't just let him get away with this.",0,"male",2380,1991,8,"1989-1993"
"1597",238118,"Seinfeld","2","6","JERRY","Do you realize how crazy he had to be to do something like this? He knew I was gonna know it's missing, and he took it! And of all things to take! I left my watch, tape recorder, stereo. He's crazy.",0,"male",2381,1991,40,"1989-1993"
"1598",238218,"Seinfeld","2","6","KRAMER","You wanna go get him?",0,"male",2382,1991,4,"1989-1993"
"1599",238318,"Seinfeld","2","6","ELAINE","Well, then, if he's crazy you should just forget it.",1,"female",2383,1991,9,"1989-1993"
"1600",238418,"Seinfeld","2","6","GEORGE","Forget it? I already called my parents. I told them to expect the surprise of a lifetime. My mothers making her roasted potatoes!",0,"male",2384,1991,22,"1989-1993"
"1601",238518,"Seinfeld","2","6","ELAINE","George, do you realize that Rava has asked me to edit her book?",1,"female",2385,1991,12,"1989-1993"
"1602",238718,"Seinfeld","2","6","KRAMER","I say we get him.",0,"male",2387,1991,4,"1989-1993"
"1603",238918,"Seinfeld","2","6","GEORGE","Let me just call him.",0,"male",2389,1991,4,"1989-1993"
"1604",239017,"Seinfeld","2","6","JERRY","I'll call him. Hello, Ray?... Hi, Ray, this is Ravas friend, Elaines friend, Jerry... The King of Comedy, right. Listen, you know that statue on your mantle, the one with the blue lady? Would you shut up?! Yeah, you don't want to talk about it over the phone?.. You don't want Rava to hear?... Yeah, I understand... You know that coffee shop near my house, Monks?... All right, tomorrow... One o clock... Great, okay, bye.",0,"male",2390,1991,74,"1989-1993"
"1605",239117,"Seinfeld","2","6","ELAINE","All right, look, look, look. Let's say he stole it.",1,"female",2391,1991,9,"1989-1993"
"1606",239318,"Seinfeld","2","6","ELAINE","C'mon, you can't do anything about it. The cops won't do anything. What, are you going to fight him? Why don't you just forget it?",1,"female",2393,1991,24,"1989-1993"
"1607",239618,"Seinfeld","2","6","GEORGE","I thought you said one oclock.",0,"male",2396,1991,5,"1989-1993"
"1608",239718,"Seinfeld","2","6","JERRY","Relax, he's late. He's always late. It's part of his M.O.",0,"male",2397,1991,10,"1989-1993"
"1609",239817,"Seinfeld","2","6","GEORGE","Remember, don't take any crap.",0,"male",2398,1991,4,"1989-1993"
"1610",239918,"Seinfeld","2","6","JERRY","Yeah, yeah. Don't worry about it.",0,"male",2399,1991,5,"1989-1993"
"1611",240117,"Seinfeld","2","6","JERRY","That's comforting. Shh. He's coming. Ray?",0,"male",2401,1991,5,"1989-1993"
"1612",240416,"Seinfeld","2","6","JERRY","Well, just give it back, and I won't say anything.",0,"male",2404,1991,9,"1989-1993"
"1613",240618,"Seinfeld","2","6","JERRY","What are you talking about?",0,"male",2406,1991,4,"1989-1993"
"1614",240718,"Seinfeld","2","6","GEORGE","What is he talking about?",0,"male",2407,1991,4,"1989-1993"
"1615",241317,"Seinfeld","2","6","JERRY","Ray, I had a statue in my house. You were in my house and then I saw it in your house.",0,"male",2413,1991,20,"1989-1993"
"1616",241818,"Seinfeld","2","6","JERRY","I can't believe what I'm hearing.",0,"male",2418,1991,5,"1989-1993"
"1617",241918,"Seinfeld","2","6","GEORGE","I can't believe what I'm hearing.",0,"male",2419,1991,5,"1989-1993"
"1618",242318,"Seinfeld","2","6","JERRY","Oh, excuse me... Look, Ray, you were the only person in my house.",0,"male",2423,1991,12,"1989-1993"
"1619",242518,"Seinfeld","2","6","JERRY","No, she's a little too cheery for me.",0,"male",2425,1991,7,"1989-1993"
"1620",242618,"Seinfeld","2","6","JERRY","I know Finland. They're neutral.",0,"male",2426,1991,4,"1989-1993"
"1621",242717,"Seinfeld","2","6","JERRY","No, I actually find you quite charming. A bit verbose at times...",0,"male",2427,1991,11,"1989-1993"
"1622",242818,"Seinfeld","2","6","GEORGE","Oh, I find you so charming. You wuss.",0,"male",2428,1991,7,"1989-1993"
"1623",242918,"Seinfeld","2","6","JERRY","Did you call me a wuss?",0,"male",2429,1991,5,"1989-1993"
"1624",243018,"Seinfeld","2","6","JERRY","I said luss. I'm at a luss.",0,"male",2430,1991,6,"1989-1993"
"1625",243118,"Seinfeld","2","6","JERRY","That's not necessary. You know, maybe it's not that bad an idea.",0,"male",2431,1991,11,"1989-1993"
"1626",243218,"Seinfeld","2","6","GEORGE","Singapore?! Do you hear this?",0,"male",2432,1991,4,"1989-1993"
"1627",243318,"Seinfeld","2","6","GEORGE","That's it! That's it! I can't take it. I can't take it anymore! You stole the statue! You're a theif! You're a liar!",0,"male",2433,1991,22,"1989-1993"
"1628",243518,"Seinfeld","2","6","GEORGE","I'm the judge and the jury, pal. And the verdict is guilty!",0,"male",2435,1991,11,"1989-1993"
"1629",243918,"Seinfeld","2","6","GEORGE","Oh ho! Class, huh? At Columbia? Let me tell you something, pal. I called the registrars office. I checked you out. They have no record of a Ray Thomas at that school! You liar!",0,"male",2439,1991,33,"1989-1993"
"1630",244117,"Seinfeld","2","6","GEORGE","Well, that was bound to happen.",0,"male",2441,1991,5,"1989-1993"
"1631",244318,"Seinfeld","2","6","JERRY","How did you get the goop out of the top of the dishwashing liquid? It was like a brand-new nozzle!",0,"male",2443,1991,19,"1989-1993"
"1632",244618,"Seinfeld","2","6","ELAINE","The book is great. Did you go out last night?",1,"female",2446,1991,9,"1989-1993"
"1633",244918,"Seinfeld","2","6","ELAINE","Oh, well, I'm staying out of this one. This is between them. I am not getting involved.",1,"female",2449,1991,16,"1989-1993"
"1634",245018,"Seinfeld","2","6","ELAINE","Well, you have to admit... the circumstantial evidence...",1,"female",2450,1991,7,"1989-1993"
"1635",245118,"Seinfeld","2","6","ELAINE","Well, I mean, he was in the apartment, and then it's gone and it's in your apartment.",1,"female",2451,1991,16,"1989-1993"
"1636",245218,"Seinfeld","2","6","ELAINE","No, no. But it is quite a coincidence.",1,"female",2452,1991,7,"1989-1993"
"1637",245418,"Seinfeld","2","6","ELAINE","No, that's a big coincidence.",1,"female",2454,1991,4,"1989-1993"
"1638",245518,"Seinfeld","2","6","ELAINE","No, there are degrees of coincidences.",1,"female",2455,1991,5,"1989-1993"
"1639",245617,"Seinfeld","2","6","ELAINE","Shouldn't you be out on a ledge somewhere?",1,"female",2456,1991,7,"1989-1993"
"1640",245717,"Seinfeld","2","6","GEORGE","Ma, will you stop?... It's just a statue!... How is it my fault?!... It was stolen. I didn't even touch it this time... Okay, fine... I don't see why this should affect to potatoes!... Okay... Goodbye. She doesn't react to disappointment very well. Unlike me.",0,"male",2457,1991,44,"1989-1993"
"1641",245818,"Seinfeld","2","6","KRAMER","I'm not happy about this.",0,"male",2458,1991,4,"1989-1993"
"1642",245918,"Seinfeld","2","6","ELAINE","Why don't we just throw a Molotov cocktail through their window?",1,"female",2459,1991,10,"1989-1993"
"1643",246018,"Seinfeld","2","6","GEORGE","There's just no justice. This experience has changed me. It's made me more cynical, more bitter, more jaded.",0,"male",2460,1991,17,"1989-1993"
"1644",246318,"Seinfeld","2","6","ELAINE","Well, how do you think I feel? Instead of editing the first novel of a major young writing talent, I am proofreading a food allergy cookbook.",1,"female",2463,1991,25,"1989-1993"
"1645",246418,"Seinfeld","2","6","JERRY","Can't you talk to your boss?",0,"male",2464,1991,5,"1989-1993"
"1646",246517,"Seinfeld","2","6","ELAINE","I did. He loves Rava. Worse, he loves Ray. And he didn't think you're funny at all.",1,"female",2465,1991,16,"1989-1993"
"1647",246618,"Seinfeld","2","6","KRAMER","I'm not happy about this.",0,"male",2466,1991,4,"1989-1993"
"1648",246718,"Seinfeld","2","6","JERRY","Well, perhaps we can take comfort in the knowledge that in the next world, Ray will be the recipient of a much larger and more harsh brand of justice..",0,"male",2467,1991,28,"1989-1993"
"1649",246818,"Seinfeld","2","6","GEORGE","Yeah, he'll have my parents.",0,"male",2468,1991,4,"1989-1993"
"1650",247118,"Seinfeld","2","6","KRAMER","Shut up. Spread em. I said spread em! You're in big trouble son. Burglary, grand larceny, possession of stolen goods... and uh, uh... murder.",0,"male",2471,1991,23,"1989-1993"
"1651",247218,"Seinfeld","2","6","KRAMER","Shut up! Keep em spread! Just make love to that wall, pervert!",0,"male",2472,1991,11,"1989-1993"
"1652",247418,"Seinfeld","2","6","KRAMER","Yeah, you're the punk I'm looking for!",0,"male",2474,1991,6,"1989-1993"
"1653",247518,"Seinfeld","2","6","KRAMER","Yeah, I'm a cop. I'm a good cop. I'm a damn good cop! Todays your lucky day, junior, 'cause I'm gonna let you off with a warning. Any more of this criminal activity, and you'll be sorry. You got me?",0,"male",2475,1991,39,"1989-1993"
"1654",247618,"Seinfeld","2","6","KRAMER","Good, good. Let's uh keep it that way.",0,"male",2476,1991,7,"1989-1993"
"1655",247718,"Seinfeld","2","6","JERRY","All right, all right. What's the big hubbub, bub?",0,"male",2477,1991,8,"1989-1993"
"1656",247818,"Seinfeld","2","6","GEORGE","Kramer, I can't believe it. Oh, you're my hero!",0,"male",2478,1991,8,"1989-1993"
"1657",248018,"Seinfeld","2","6","JERRY","Kramer, what did you do?",0,"male",2480,1991,4,"1989-1993"
"1658",248118,"Seinfeld","2","6","KRAMER","Well, let's just say I didn't take him to Peoples Court.",0,"male",2481,1991,10,"1989-1993"
"1659",248218,"Seinfeld","2","6","GEORGE","I feel like a huge weights been lifted off my shoulders. I... I... I feel happy! Kramer, I don't know how to thank you!",0,"male",2482,1991,23,"1989-1993"
"1660",248318,"Seinfeld","2","6","KRAMER","Well, I'll think of something.",0,"male",2483,1991,4,"1989-1993"
"1661",248417,"Seinfeld","2","6","JERRY","People are going to steal from you. You can't stop them. But, everybody has their own little personal security things. Things that they think will foil the crooks, you know? In your own mind, right? You go to the beach, go in the water, put your wallet in the sneaker, who's gonna know? What criminal mind could penetrate this fortress of security? I tied a bow. They can't get through that. I put the wallet down by the toe of the sneaker. They never look there. They check the heel, they move on.",0,"male",2484,1991,92,"1989-1993"
"1662",248517,"Seinfeld","2","7","JERRY","Whenever I see the news and they're hauling in some kind of terrorist, psycho, maniac, mass murderer guy. You notice he's always covering up his face with the newspaper, with the jacket, with the hat. What is he worried about? I mean what is this man's reputation? That he has to worry about this kind of exposure damaging his good name? I mean, what is he up for a big job promotion down at the office or something? Afraid the boss is gonna catch this on TV and go `isn't that Johnson from sales? He's up in that clock tower picking people off one by one. I don't know if that's that kind of man we want heading up that new branch office. He should be in bill collection. I think he's got aptitude.`",0,"male",2485,1991,133,"1989-1993"
